RowID,Page#,Paragraph#,keywords,Paragraph_text
39,39,1,"à  espresso, de la déplacer, Ne mettez rien d’autre, des tasses, sur le chauffe- tasse du dessus de la  machine, •	Ne faites pas fonctionner  le moulin sans le  couvercle de la trémie  en place, Gardez les  doigts, les mains, les  cheveux, les vêtements  et les ustensiles, de la trémie durant le  fonctionnement","39 Laissez la machine à  espresso refroidir avant  de la déplacer ou d’en  nettoyer les pièces. •	Ne mettez rien d’autre que  des tasses sur le chauffe- tasse du dessus de la  machine. •	Ne faites pas fonctionner  le moulin sans le  couvercle de la trémie  en place. Gardez les  doigts, les mains, les  cheveux, les vêtements  et les ustensiles loin  de la trémie durant le  fonctionnement. •	Éteignez toujours la  machine à espresso en  appuyant sur la touche  MARCHE/ARRÊT  et  débranchez l’appareil s’il  est laissé sans surveillance  ou non utilisé, ou avant de  le nettoyer, de tenter de le  déplacer, de le démonter,  de l’assembler ou de le  ranger. •	Gardez la machine à  espresso et les accessoires  propres. Respectez les  consignes de nettoyage  décrites dans ce livret. •	N’utilisez pas  d’accessoires pour  machine à espresso  autres que ceux fournis.  L’utilisation d’accessoires  non recommandés par  Breville peut causer des  risques d’incendie, de  chocs électriques ou de  blessures. IMPORTANTES  MESURES DE  SÉCURITÉ POUR  TOUT APPAREIL  ÉLECTRIQUE •	Déroulez complètement  le cordon d’alimentation  avant usage. •	Pour vous protéger contre  les chocs électriques,  n’immergez pas le cordon  d’alimentation, la fiche ou  l’appareil dans l’eau ou  tout autre liquide."
40,40,1,"le Soutien aux, de  Breville, pas le cordon  d’alimentation pendre, d’un  comptoir, toucher des  surfaces, se nouer, Ne laissez pas l’appareil  sans, lorsqu’il  fonctionne","40 •	Ne laissez pas le cordon  d’alimentation pendre  d’une table ou d’un  comptoir, toucher des  surfaces chaudes ou   se nouer. •	Ne laissez pas l’appareil  sans surveillance lorsqu’il  fonctionne. •	Cet appareil n’est pas  conçu pour être utilisé par  des personnes (incluant  les enfants) avec facultés  physiques, sensorielles  ou mentales réduites, ou  un manque d’expérience  ou de connaissances, à  moins d’avoir été préparés  ou supervisés par une  personne responsable de  leur sécurité. •	Surveillez les enfants pour  qu’ils ne jouent pas avec  l’appareil. •	Cet appareil est  recommandé pour usage  domestique seulement.   Utilisez-le uniquement  aux fins prévues.Ne  l’utilisez pas à l’extérieur  ou dans un véhicule ou un  bateau en mouvement. •	Il est recommandé de  vérifier régulièrement  le bon état de l’appareil.  Ne l’utilisez pas si le  cordon d’alimentation,  la fiche ou l’appareil  sont endommagés  de quelque façon.  Cessez immédiatement  l’utilisation et appelez  le Soutien aux  consommateurs de  Breville. •	Pour tout entretien  autre que le nettoyage,  appelez le Soutien aux  consommateurs de  Breville. •	Cet appareil est  équipé d’un cordon  d’alimentation muni d’un  fil et d’une fiche reliés à la  terre. Il doit être branché  dans une prise à trois  alvéoles correctement  reliée la terre. Advenant  un court-circuit, la mise à  la terre réduira les risques  de chocs électriques."
41,41,1,"la corde de rallonge, 41 •	Si l’appareil est relié à la  terre, 3 fils, et reliée à   la terre, Si la prise murale est  standard à 2 alvéoles, il est  de votre responsabilité, et  obligation de la remplacer  par, une prise","41 •	Si l’appareil est relié à la  terre, la corde de rallonge  doit être à 3 fils et reliée à   la terre.  •	Si la prise murale est  standard à 2 alvéoles, il est  de votre responsabilité et  obligation de la remplacer  par une prise à 3 alvéoles  correctement reliée à la  terre. •	Vous ne devrez en aucune  circonstance couper ou  retirer la troisième broche  (reliée à la terre) du  cordon d’alimentation ou  utiliser un adaptateur. •	Consultez un  électricien qualifié si  vous ne comprenez  pas parfaitement les  instructions de mise  à la terre ou doutez  que l’appareil soit  correctement relié à la  terre. WARNING Déroulez complètement le  cordon d’alimentation avant  l’usage. COURT CORDON  D’ALIMENTATION Votre appareil Breville est muni  d’un cordon d’alimentation court  et très sécuritaire qui prévient  les blessures corporelles ou  dommages résultant du fait de  tirer, trébucher ou s’enchevêtrer  dans un cordon plus long. Les cordons d’alimentation  détachables ou les cordes de  rallonge peuvent être utilisés  avec précaution. Si vous utilisez  une corde de rallonge:  (1) la puissance électrique  indiquée sur le cordon ou  la corde de rallonge doit  être au moins équivalente  à la puissance électrique de  l’appareil; (2) la corde ne doit  pas pendre d’un comptoir ou  d’une table où de jeunes enfants  pourraient s’y suspendre ou  trébucher accidentellement;  (3) la corde de rallonge doit être  munie d’une fiche à 3 broches  reliée à la terre."
42,42,1,"42 FICHE, un  anneau pour, la fiche, PROPOSITION 65 DE LA  CALIFORNIE, Applicable aux résidents de la   Californie seulement, Cet  appareil contient des produits   chimiques, connus de l’État  de la Californie, pouvant causer le cancer","42 FICHE ASSIST MC DE  BREVILLE Votre appareil Breville est muni  d’une fiche exclusive Assist MC  conçue spécialement avec un  anneau pour laisser passer  un doigt et faciliter le retrait  sécuritaire de la fiche. PROPOSITION 65 DE LA  CALIFORNIE : (Applicable aux résidents de la   Californie seulement). Cet  appareil contient des produits   chimiques connus de l’État  de la Californie comme  pouvant causer le cancer, des  malformations congénitales  ou autres problèmes de  reproduction. CONSERVEZ CES INSTRUCTIONS"
43,43,1,"la, À MEULES CONIQUES  INTÉGRÉ, coniques, acier inoxydable  maximisent, surface de café, Les, supérieure et inférieure se retirent pour faciliter  le nettoyage, GROSSEUR DE MOUTURE RÉGLABLE  Les réglages de mouture pour espresso vont de  fine à grossière","43 MOULIN À MEULES CONIQUES  INTÉGRÉ  Les meules coniques en acier inoxydable  maximisent la surface de café moulu, pour  un espresso des plus savoureux. Les meules  supérieure et inférieure se retirent pour faciliter  le nettoyage.   GROSSEUR DE MOUTURE RÉGLABLE  Les réglages de mouture pour espresso vont de  fine à grossière, pour une extraction optimale. QUANTITÉ DE MOUTURE RÉGLABLE Ajustez la quantité de café fraîchement moulu  contenu dans le panier-filtre en fonction de la  finesse ou la grossièreté de la mouture.  DOSAGE AUTOMATIQUE Pour choisir le format du panier-filtre, utilisez  la touche 1 TASSE ou la touche 2 TASSES.  Le moulin distribuera automatiquement la  quantité requise de café moulu selon le dosage  sélectionné. MOUTURE MAINS LIBRES Arrêt automatique pour moudre en mains  libres directement dans le porte-filtre. OUTIL DE DOSAGE DE PRÉCISION  RAZOR MC La lame de torsion brevetée coupe la rondelle  de café au niveau requis pour un dosage précis  et une extraction uniforme.  CONTRÔLE AJUSTABLE DE LA  TEMPÉRATURE Pour une saveur optimale.  CONTRÔLE DE TEMPÉRATURE PID Contrôle de température électronique PID  pour une stabilité de température accrue. SYSTÈME DE CHAUFFAGE PAR  SERPENTIN (THERMOCOIL) Serpentin intégré en acier inoxydable qui  contrôle la température de l’eau. BUSE VAPEUR DE STYLE  COMMERCIAL Buse vapeur en acier inoxydable pivotant sur  360° pour mousser le lait sans effort. EAU CHAUDE INSTANTANÉE Sortie d’eau chaude pour préparer des  Americanos et préchauffer les tasses. PRÉINFUSION À BASSE PRESSION Une basse pression est appliquée en tout  début d’extraction pour gonfler délicatement la  mouture et procurer une extraction uniforme. MANOMÈTRE À ESPRESSO Contrôle la pression d’extraction de l’espresso. CONTRÔLE VOLUMÉTRIQUE Formats préréglés de 1 & 2 tasses, manuel  prioritaire ou formats reprogrammables. FONCTION ‘DISQUE SEC’ Draine la mouture dans le panier-filtre, après  l’extraction, pour disposer facilement de la  rondelle de café séché."
44,44,1,"fonction, de la, Composants A.	Trémie à, le stockage et le  transfert des grains de café, B.	 Moulin à, coniques, intégré, D.	 Interrupteur d’activation","44 Composants A.	Trémie à grains de 225 g    Avec système de verrouillage pour  faciliter le retrait, le stockage et le  transfert des grains de café. B.	 Moulin à meules coniques intégré C.	 Sortie de la mouture D.	 Interrupteur d’activation de la  mouture E.	 Support de mouture mains libres F.	 Sélecteur de GROSSEUR DE  MOUTURE  Réglages de mouture à espresso, de  fine à grossière. G.	Cadran de QUANTITÉ DE  MOUTURE   Ajuste la quantité de café fraîchement  moulu acheminé dans le panier-filtre  en fonction de la finesse ou la grosseur  de la mouture. H.	Touche de FORMAT DE FILTRE  Sélectionnez le panier-filtre de 1 TASSE  ou 2 TASSES et le moulin distribuera  automatiquement la quantité requise de  café moulu en fonction du dosage d’une ou  deux tasses.  I.	 Touche MARCHE/ARRÊT J.	 Bourroir intégré amovible de 54 mm K.	 Tête d’infusion L.	 Porte-filtre en acier inoxydable de 54 mm  Avec becs de style commercial. M.	Espace très haut pour grandes tasses N.	Plateau d’égouttement amovible,  séparateur de mouture  Avec indicateur de niveau d’eau Empty Me! O.	Tiroir de rangement (logé derrière le  plateau d’égouttement)   Pour ranger les accessoires non utilisés. P.	 Buse vapeur pivotant sur 360˚ Q.	Sortie dédiée à l’eau chaude  A B G D H I C E J X S K L T W V U N R P O Y F M Q"
45,45,1,"2 tasses, R.	 Cadran de vapeur/eau, Cadran, S.	 Voyant de vapeur/eau, la fonction  vapeur/eau chaude est sélectionnée, T., et 2 TASSES   Avec volume préréglé, manuel prioritaire","45 R.	 Cadran de vapeur/eau chaude  Cadran sélecteur de vapeur et d’eau chaude. S.	 Voyant de vapeur/eau chaude   S’illumine pour indiquer que la fonction  vapeur/eau chaude est sélectionnée. T.	 Touches 1 TASSE et 2 TASSES   Avec volume préréglé, manuel prioritaire ou  reprogrammable. U.	 Voyant de nettoyage CLEAN / DESCALE!  S’illumine lorsqu’un cycle de nettoyage ou  détartrer est requis. V.	 Manomètre à espresso W.	Touche de PROGRAMMATION   Reprogramme les formats préréglés de  1 TASSE et 2 TASSES. X.	 Chauffe-tasse Y.	 Réservoir d’eau amovible de 2 L (67 oz)  Avec filtre à eau remplaçable pour réduire  les impuretés et le tartre. Toutes les pièces de la  Barista ExpressMC qui  viennent en contact  avec le café, l’eau et le  lait sont sans BPA. 1 3 2 5 4 6 6 8 9 10 11 7 4 ACCESSORIES 1.	 Pichet à lait en acier inoxydable 2.	 Disque de nettoyage 3.	 Pastilles de nettoyage 4.	 Paniers-filtres à double paroi  (1 tasse & 2 tasses) Utiliser avec du café  prémoulu. 5.	 Clé Allen 6.	 Paniers-filtres à simple paroi  (1 tasse & 2 tasses)   Utiliser lors de la mouture de grains de café  frais. 7.	 Outil de nettoyage 8.	 Support de filtre à eau et filtre 9.	 Cuiller à café  Mesure la quantité de café prémoulu lors  de l’utilisation des paniers-filtres à double  paroi. 10.	Brosse de nettoyage 11.	Outil de dosage de précision RazorMC"
46,46,1,"46 Fonctions AVANT LA PREMIÈRE UTILISATION Préparation de la machine Retirez et disposez de tout matériel  d’emballage, et étiquettes jointes à votre  machine à espresso, Assurez-vous d’avoir retiré, les pièces et accessoires avant de jeter  l’emballage, de la machine, soulevant, Retirez le sac de plastique contenant  le filtre, eau et son","46 Fonctions AVANT LA PREMIÈRE UTILISATION Préparation de la machine Retirez et disposez de tout matériel  d’emballage et étiquettes jointes à votre  machine à espresso. Assurez-vous d’avoir retiré  toutes les pièces et accessoires avant de jeter  l’emballage. Retirez le réservoir d’eau logé à l’arrière  de la machine en soulevant la poignée du  réservoir. Retirez le sac de plastique contenant  le filtre à eau et son support.Lavez les  pièces et accessoires (réservoir, porte-filtre,  paniers-filtres, pichet à lait) à l’eau chaude  et savon liquide doux, puis rincez et séchez  correctement. Essuyez le boîtier, la trémie et le  plateau d’égouttement avec un chiffon doux et  humide et séchez correctement. N’immergez  pas le boîtier, le cordon d’alimentation ou la  fiche dans l’eau ou tout autre liquide. NOTE Toutes les pièces doivent être nettoyées à  l’eau tiède avec un détergent à vaisselle doux.  N’utilisez pas de nettoyants , tampons ou  chiffons abrasifs qui peuvent endommager la  surface. Ne mettez aucune pièce ou accessoire  dans le lave-vaisselle. NOTE Pour vous procurer des filtres à eau, contactez  le Soutien aux consommateurs de Breville. Rincez le filtre & la mèche Faites tremper le filtre 5 min 1 2 Placez le filtre dans  le support du filtre 3 Insérez et verrouillez le réservoir Insérez le filtre dans  le réservoir 5 Réglez la date à 2 mois 4 6 REPLACEMENT DUE"
47,47,1,"la machine, Tournez, VAPEUR ATTENTE EAU CHAUDE, 47 PREMIÈRE UTILISATION Démarrage, initial •	 Assurez-vous que, le filtre à eau est bien fixé à  l’intérieur du réservoir, •	 Remplissez le réservoir d’eau froide, préférablement filtrée","47 PREMIÈRE UTILISATION Démarrage initial •	 Assurez-vous que le filtre à eau est bien fixé à  l’intérieur du réservoir. •	 Remplissez le réservoir d’eau froide,  préférablement filtrée, jusqu’à la marque  ‘MAX’. Lorsque vous replacerez le réservoir,  poussez-le complètement pour bien le  verrouiller en place. NOTE Vérifiez toujours le niveau d’eau avant usage et  remplacez l’eau tous les jours. Nous recom- mandons d’utiliser de l’eau froide filtrée.L’eau  déminéralisée ou distillée n’est pas recom- mandé, de même que tout autre liquide, car  cela pourrait altérer le goût de l’espresso   et le fonctionnement adéquat de la machine. •	 Assurez-vous que la trémie est bien  verrouillée en place. •	 Branchez le cordon dans une prise de  110/120V. •	 Appuyez sur la touche MARCHE/ARRÊT  pour faire démarrer la machine. Le voyant de  la touche clignotera pendant que la machine  se réchauffe. NOTE Si la trémie n’est pas bien verrouillée, le voyant  de FORMAT DE FILTRE à DEL clignotera. •	 Un son de pompage se fera entendre,   ce qui est normal. •	 Lorsque la machine aura atteint la  température de fonctionnement, le voyant  de la touche MARCHE/ARRÊT cessera le  clignoter et toutes les touches du panneau  de commande s’illumineront. La machine est  maintenant en mode attente (STANDBY),  prête pour la prochaine étape ‘Vidange de la  machine’.  Vidange de la machine Il est recommandé de compléter une opération  de vidange, sans mouture, pour s’assurer que la  machine est bien préparée.  Lorsque la machine a atteint le mode attente  (STANDBY), procédez comme suit: 1.	 Enfoncez la touche 2 TASSES pour faire  couler l’eau chaude dans la tête d’infusion. 2.	 Alignez l’embout de la buse vapeur au- dessus du plateau d’égouttement. Tournez  le cadran de VAPEUR/EAU CHAUDE  à la position VAPEUR et laissez passer  la vapeur par la buse vapeur durant 10  secondes. VAPEUR ATTENTE EAU CHAUDE 3.	 Tournez le cadran de VAPEUR/EAU  CHAUDE à la position EAU CHAUDE et  faites couler l’eau par la sortie d’eau chaude  durant 10 secondes. VAPEUR ATTENTE EAU CHAUDE 4.	 Répétez les étapes 1–3 jusqu’à ce que le  réservoir soit vide."
48,48,1,"page, le porte-filtre, 48 FONCTIONNEMENT, Régler, la grosseur, La grosseur de la mouture affectera, d’eau, la traversant dans","48 FONCTIONNEMENT GÉNÉRAL Régler la grosseur de la mouture La grosseur de la mouture affectera le débit  d’eau la traversant dans le panier-filtre et le  goût de l’espresso. La mouture, une fois réglée,  doit être assez fine sans être poudreuse.  Les réglages du sélecteur de grosseur de  mouture sont numérotés. Plus le chiffre est  petit, plus la mouture est fine. Plus le chiffre est  gros, plus la mouture est grossière. Nous vous recommandons de débuter par le  réglage 5 et de vous ajuster en conséquence. Régler la quantité de mouture Pour débuter, réglez le cadran de quantité de  mouture à la position de 3 h. Tournez-le vers  LESS (moins) ou MORE (plus), selon le dosage  requis, de façon à ce que le haut du rebord du  bourroir soit aligné avec le haut du panier-filtre,  APRÈS le tassage.. TRUC Il est normal d’ajuster le sélecteur de grosseur  de mouture et le cadran de quantité de  mouture  à quelques reprises pour obtenir  une extraction adéquate. Utilisez d’abord les  réglages suggérés, faites une extraction, puis  consultez le Guide d’extraction en page 58  pour déterminer les ajustements requis. Sélectionner le format de filtre Insérez le panier-filtre de 1 TASSE ou celui de  2 TASSES dans le porte-filtre (voir  ‘Sélectionner le panier-filtre’ en page 54).  Appuyez sur la touche de format du filtre pour  sélectionner un café SIMPLE si vous utilisez le  panier-filtre de 1 TASSE, ou un café DOUBLE  si vous utilisez le panier-filtre de 2 TASSES. SINGLE FILTER SIZE DOUBLE Dosage automatique •	 Assurez-vous que la trémie est bien  verrouillée et remplie de grains de   café frais.  •	 Assurez-vous que le panier-filtre est  parfaitement sec avant de placer le porte- filtre dans le support de mouture.  •	 Pour enclencher l’interrupteur d’activation de  mouture, poussez et relâchez le porte-filtre,  puis laissez le porte-filtre se remplir de café   frais moulu.  •	 Le moulin s’arrêtera automatiquement.  Cependant, si vous désirez arrêter le moulin  avant que le cycle ne soit terminé, poussez et  relâchez le porte-filtre."
49,49,1,"dans, Il est normal que le porte-filtre semble trop  rempli de café, Le café non tassé, Si vous préférez un dosage manuel, le porte-filtre, de  mouture, et tenez le porte-filtre  pour enclencher l’interrupteur d’activation  de mouture, Maintenez-le jusqu’à ce que le  dosage de la quantité voulue de café","49 NOTE Il est normal que le porte-filtre semble trop  rempli de café moulu. Le café non tassé est  trois fois plus volumineux que le café tassé. Dosage manuel •	 Si vous préférez un dosage manuel, avec  le porte-filtre inséré dans le support de  mouture, pressez et tenez le porte-filtre  pour enclencher l’interrupteur d’activation  de mouture. Maintenez-le jusqu’à ce que le  dosage de la quantité voulue de café moulu  soit terminé. •	 Pour arrêter le processus, relâchez le  porte-filtre. Cela désactivera l’interrupteur  d’activation de mouture et terminera  l’opération. Tassage de la mouture •	 Une fois l’opération terminée, retirez  délicatement le porte-filtre de son support. •	 Tapotez le porte-filtre à quelques reprises  pour égaliser et distribuer uniformément le  café dans le panier-filtre.   •	  Tassez fermement avec environ 30–40lb  (15–20 kg) de pression. La force de pression  est moins importante que la constance de  pression à chaque tassage. •	 À titre indicatif, le rebord supérieur  métallique du bourroir doit être aligné avec le  haut du panier-filtre APRÈS le tassage. Araser la mouture L’outil de dosage de précision Razor MC vous  permet de couper la rondelle de café au niveau  adéquat pour une extraction uniforme. the Razor™ Precision dose trimming tool •	 Insérez l’outil de dosage de précision  Razor MC dans le panier-filtre jusqu’à ce que  l’épaulement de l’outil repose sur le rebord  du panier. La lame de l’outil de dosage doit  s’insérer dans le café tassé.  •	 Faites pivoter l’outil de dosage de précision  Razor MC de gauche à droite en tenant le porte- filtre en angle au-dessus d’un contenant  (ou ‘knock box’) pour enlever l’excès de café.  Le dosage de mouture dans votre panier-filtre  est maintenant adéquat. •	 Essuyez le surplus de café sur le rebord  du panier-filtre pour assurer une bonne  étanchéité dans la tête d’infusion. Vidange de la tête d’infusion Avant d’insérer le porte-filtre dans la tête  d’infusion, faites passer un peu d’eau à travers  la tête d’infusion en appuyant sur la touche  1 TASSE. Cela stabilisera la température avant  l’extraction."
50,50,1,"la touche, L’extraction débutera en utilisant la préinfusion  à basse pression, (voir page, La machine  s’arrêtera après l’extraction du volume préréglé, Touche, amorcer, la programmation, La machine bipera une fois et la touche  commencera à clignoter","50 Insérer le porte-filtre Placez le porte-filtre sous la tête d’infusion  de façon à ce que la poignée soit alignée à  l’inscription INSERT. Insérez alors le porte- filtre dans la tête d’infusion et tournez la  poignée vers le centre jusqu’à ce que vous  sentiez une résistance. LOCK TIGHT Volume préréglé - Touche 1 TASSE Enfoncez une fois la touche 1 TASSE pour  extraire un espresso simple au volume préréglé  d’environ 30 ml (1 oz).   L’extraction débutera en utilisant la préinfusion  à basse pression (voir page 51). La machine  s’arrêtera après l’extraction du volume préréglé. PROGRAM NOTE La quantité d’espresso extraite peut varier  selon les réglages de grosseur et de quantité de  mouture choisis. NOTE Si vous enfoncez les touches 1 TASSE ou  2 TASSES durant le volume préréglé, l’extrac- tion cessera immédiatement. Volume préréglé - Touche 2 TASSES Enfoncez une fois la touche 2 TASSES pour  extraire un espresso double au volume préréglé  d’environ 60 ml (2 oz).   L’extraction débutera en utilisant la préinfusion  à basse pression (voir page 51). La machine  s’arrêtera après l’extraction du volume préréglé. PROGRAM Reprogrammer le volume  d’espresso - Touche 1 TASSE 1.	 Pour amorcer la programmation, enfoncez  une fois la touche de PROGRAMMATION.  La machine bipera une fois et la touche  commencera à clignoter. Cela indique que  la machine est en mode de programmation. 2.	 Enfoncez la touche 1 TASSE pour  commercer l’extraction de l’espresso.  Enfoncez à nouveau la touche 1 TASSE  quand le volume désiré aura été extrait.  La machine bipera deux fois pour indiquer  que le nouveau volume de 1 TASSE a été  réglé. Reprogrammer le volume  d’espresso - Touche 2 TASSES 1.	 Pour amorcer la programmation, enfoncez  une fois la touche de PROGRAMMATION.  La machine bipera une fois et la touche  commencera à clignoter. Cela indique que  la machine est en mode de programmation. 2.	 Enfoncez la touche 2 TASSES pour  commencer l’extraction de l’espresso.  Enfoncez à nouveau la touche 2 TASSES  une fois que le volume désiré aura été  extrait. La machine bipera deux fois pour  indiquer que le nouveau volume de  2 TASSES a été réglé."
51,51,1,"30 ml, et de 2 TASSES, enfoncez, et tenez la  touche de PROGRAMMATION, Jusqu’à ce, la machine bipe trois fois, Relâchez   la touche, La machine retournera aux réglages  initiaux","51 Réinitialiser les volumes par défaut Pour réinitialiser les volumes par défaut de   1 TASSE et de 2 TASSES, enfoncez et tenez la  touche de PROGRAMMATION. Jusqu’à ce  que la machine bipe trois fois. Relâchez   la touche. La machine retournera aux réglages  initiaux. NOTE Réglages par défaut: le volume de 1 TASSE est  d’environ 30 ml (1 oz), tandis que celui de  2 TASSES est d’environ 60 ml (2 oz). Volume manuel Contrôle manuellement la durée de  préinfusion à basse pression et le volume, sans  reprogrammer le volume préréglé. Pressez et tenez enfoncée une des touches   1 TASSE ou 2 TASSES. L’extraction entrera en  préinfusion à basse pression jusqu’à ce que la  touche soit relâchée. Quand la touche 1 TASSE  ou 2 TASSES sera relâchée, l’eau s’écoulera à  pleine pression. Pressez à nouveau une des  touches 1 TASSE ou 2 TASSES lorsque le  volume d’espresso désiré sera extrait. PROGRAM PRESSEZ & TENEZ NOTE Pour un espresso à saveur optimale, extrayez  environ 30 ml (1 oz) pour le panier-filtre de  1 TASSE et 60 ml (2 oz) pour le panier-filtre de  2 TASSES. MANOMÈTRE À ESPRESSO Préinfusion à basse pression L’aiguille du manomètre sera dans la zone de  préinfusion au début de l’extraction, indiquant  que la machine est en mode de préinfusion à  basse pression. La préinfusion à basse pression augmente  graduellement la pression de l’eau, gonflant  lentement la mouture et procurant une  extraction uniforme, avant d’atteindre la  pression maximale. Zone idéale d’espresso L’aiguille du manomètre, lorsque positionnée  n’importe où dans la zone gris foncé durant  l’extraction, indique que l’espresso a été extrait  à la pression idéale. Zone de sous-extraction L’aiguille du manomètre, lorsque positionnée  dans la zone inférieure durant l’extraction,  indique que l’espresso a été extrait sans  suffisamment de pression."
52,52,1,"lorsque le débit d’eau, Il, à la position, du pichet, la mouture est trop rapide, résulte un espresso sous-extrait, aqueux et  manquant de saveur et de crema, La sous-extraction peut, une  mouture trop grossière","52 Cela se produit lorsque le débit d’eau  traversant la mouture est trop rapide.  Il en résulte un espresso sous-extrait, aqueux et  manquant de saveur et de crema. La sous-extraction peut être causée par une  mouture trop grossière et/ou une quantité  insuffisante de café dans le panier-filtre   et/ou un tassage insuffisant. Zone de surextraction L’aiguille du manomètre, lorsque positionnée  dans la zone supérieure durant l’extraction,  indique que l’espresso a été extrait avec trop de  pression. Cela se produit lorsque le débit d’eau  traversant la mouture est trop lent. Il en résulte  un espresso surextrait, très foncé et avec une  crema tachetée et inégale. La surextraction peut être causée par une  mouture trop fine et/ou trop de café dans   le filtre et/ou un tassage excessif. UTILISATION DU CADRAN DE  VAPEUR/EAU CHAUDE Vapeur  •	 Placez l’embout de la buse vapeur au-dessus  du plateau d’égouttement.  •	 Tournez le cadran de VAPEUR/EAU  CHAUDE à la position VAPEUR. Le voyant  clignotera pour indiquer que la machine se  réchauffe en vue de produire de la vapeur.  Pendant ce temps, un peu d’eau condensée  peut s’échapper de la buse vapeur. Cela est  normal. NOTE Un bruit de pompage peut se faire entendre  lorsque la machine produit de la vapeur.  Il s’agit là du fonctionnement normal de la  pompe italienne de 15 bars. •	 Dès que le voyant lumineux de VAPEUR/ EAU CHAUDE aura cessé de clignoter, la  buse vapeur sera prête à fonctionner.  •	 Avant d’insérer la buse vapeur dans le lait,  faites une pause de vapeur en replaçant le  cadran à la position d’attente (STANDBY).  Puis, à l’intérieur de 8 secondes, insérer  l’embout de la buse vapeur 1-2 cm (¼-¾”)  sous la surface du lait, près de la paroi droite  du pichet, à la position de 3 h, et tournez  rapidement le cadran à la position VAPEUR.  Cela empêchera le lait d’éclabousser hors  du pichet (cette fonction de pause dure  seulement 8 secondes).  •	 Une fois que le lait aura atteint la température  requise (140-149°F ou 60-65°C) et que le  pichet sera très chaud au toucher, remettez  le cadran à la position STANDBY (attente)  AVANT de retirer le pichet. Pour des trucs sur le moussage du lait,  consultez ‘Mousser le lait’ en page 57."
53,53,1,"STANDBY, de l’entrée, 53 NOTE, Après 5 minutes, de vapeur continuelle, la  machine s’arrêtera automatiquement afin, la fonction, CHAUDE","53 NOTE Après 5 minutes de vapeur continuelle, la  machine s’arrêtera automatiquement afin de  désactiver la fonction de vapeur. Le voyant  de VAPEUR/EAU CHAUDE clignotera.  Retournez alors le cadran à la position d’attente  (STANDBY). Eau chaude •	 Tournez le cadran de VAPEUR/EAU  CHAUDE à la position EAU CHAUDE.  Le voyant clignotera pour indiquer que la  machine se réchauffe pour produire de l’eau  chaude.  •	 Dès que le voyant de VAPEUR/EAU  CHAUDE aura cessé de clignoter, l’eau  chaude sera à la température requise, puis  s’écoulera de la sortie d’eau chaude et pourra  être utilisée pour préparer des Americanos et  préchauffer les tasses.  •	 Pour arrêter l’eau chaude, tournez le cadran à  la position d’attente (STANDBY). VIDANGE AUTOMATIQUE Immédiatement après les fonctions espresso,  eau chaude et vapeur, la machine évacuera de  l’eau dans le plateau d’égouttement, assurant  ainsi une température optimale du serpentin. TRUC Assurez-vous de vider et remettre bien en  place le plateau d’égouttement chaque fois que  l’indicateur Empty Me! (Videz-moi) apparaît.  MODE VEILLE & ARRÊT AUTOMATIQUE La machine commute automatiquement en  mode veille (SLEEP MODE) après 1 heure.  Durant ce temps, le voyant lumineux de  la touche MARCHE/ARRÊT clignotera  lentement. Après 3 heures, la machine  commutera en mode d’arrêt automatique  (AUTO OFF MODE). Pour réactiver la machine, appuyez sur  n’importe quelle touche, sauf la touche  MARCHE/ARRÊT. Le voyant lumineux  clignotera pendant que la machine se  réchauffe. Un son de pompage se fera entendre,  ce qui est normal. Lorsque la machine aura  atteint la température de fonctionnement,  le voyant lumineux de la touche MARCHE/ ARRÊT cessera de clignoter et les voyants  lumineux de toutes les touches du panneau de  commande s’illumineront. MODE DE TEMPÉRATURE OPTIMISÉ Régler la température de l’eau Pour extraire le maximum de saveur, la  température de l’eau peut varier selon le type  de grains de café.  La Barista Express MC vous permet de régler la  température de l’eau à ±4°F par tranches de 2°F  à partir de la température par défaut. Pour entrer en mode de température optimisé: 1.	 Appuyez sur la touche MARCHE/ARRÊT  pour éteindre la machine.   2.	 Pressez et maintenez la touche de  PROGRAMMATION, puis appuyez sur  la touche MARCHE/ARRÊT. La machine  bipera une fois. La touche lumineuse  indiquera la température sélectionnée.   Pour régler la température de l’eau, appuyez  sur une des touches illustrées ci-après en  dedans de 5 secondes de l’entrée en mode  de température optimisé. La machine bipera  deux fois pour confirmer le changement.  Si aucune touche n’est enfoncée dans  les 5 secondes de l’entrée en mode de  température optimisé, aucun changement  ne sera apporté et la machine retournera en  mode attente (STANDBY). PROGRAM POWER PRESS & HOLD"
54,54,1,"En mode de température optimisé, de l’eau, 54 Réglage de température par défaut, mode de réglage de température, la touche programmation, PROGRAM Augmenter la température de l’eau   de +2°F, la touche, 1 TASSE","54 Réglage de température par défaut:  En mode de réglage de température  pressez la touche programmation. PROGRAM Augmenter la température de l’eau   de +2°F:  En mode de température optimisé,  pressez la touche 1 TASSE. PROGRAM Augmenter la température de l’eau   de +4°F:  En mode de température optimisé,  pressez la touche 2 TASSES. PROGRAM Diminuer la température de l’eau   de -2°F:   En mode de température optimisé, pressez  la touche de FORMAT DE FILTRE. SINGLE FILTER SIZE DOUBLE PROGRAM POWER Diminuer la température de l’eau de -4°F:   En mode de température optimisé,  pressez la touche MARCHE/ARRÊT. SINGLE FILTER SIZE DOUBLE PROGRAM POWER"
